Unnamed: 0,번호,참고문헌양식
,88.0,"Tranos  Emmanouil,Mack  Elizabeth. ""Big data: A new opportunity for transport geography?"" Journal of Transport Geography : 232-234.
"
,89.0,"Affuso  Olimpia,Coco  Antonella. ""Big Data: A Challenge for Social Sciences. Criticisms for Social Knowledge and Politics"" CENTRAL EUROPEAN POLITICAL SCIENCE REVIEW : 93-110.
"
,90.0,"Xu  Feifei,Nash  Nicholas,Whitmarsh  Lorraine. ""Big data or small data? A methodological review of sustainable tourism"" JOURNAL OF SUSTAINABLE TOURISM : 144-163.
"
,91.0,"Cuddeford-Jones  M . ""Big Data. Experts discuss customer data treatment"" MARKETING WEEK : 34-37.
"
,92.0,"Ying Huang,Xuefeng Wang,Yi Zhang,Denise Chiavetta,Alan L  Porter. ""“Big data” driven tech mining and ST&I management: an introduction"" Scientometrics : 5227-5231.
"
,93.0,"Husain  M . ""Big Data: could it ever cure Alzheimer's disease?"" Brain : 2623-2624.
"
,94.0,"Wears  R  L ,Williams  D  J . ""Big Questions for “Big Data”"" Annals of emergency medicine : 237-239.
"
,95.0,"Danigelis  A . ""Big Data: As utilities seek to extract value from their technology assets, smart grid and metering data is becoming a gold mine for insights about how to improve service and save money"" Public utilities fortnightly : 24-33.
"
,96.0,"Alford  Rebecca F ,Gray  Jeffrey J . ""Big Data from Sparse Data: Diverse Scientific Benchmarks Reveal Optimization Imperatives for Implicit Membrane Energy Functions"" Biophysical journal : 361a.
"
,97.0,"Alnaji  Loay A ,Eletter  Shorouq F ,Refae  Ghaleb A  El. ""Big data: ethical issues"" GLOBAL BUSINESS AND ECONOMICS REVIEW : 69-77.
"
,98.0,"Calvert  Philip. ""Big Data, Little Data: Scholarship in the Networked World"" The Electronic library : 391-391.
"
,99.0,"Hudis  Clifford A . ""Big data: Are large prospective randomized trials obsolete in the future?"" Breast : S15-S18.
"
,100.0,"Zhu  Jiangnan,Huang  Huang,Zhang  Dong. """"Big Tigers, Big Data"": Learning Social Reactions to China's Anticorruption Campaign through Online Feedback"" Public Administration Review : 500-513.
"
,101.0,"O'Leary  D  E . ""-BIG DATA-, THE -INTERNET OF THINGS- AND THE -INTERNET OF SIGNS-"" Intelligent systems in accounting, finance & management : 53-65.
"
,,
,2.0,"Basanta-Val  P ,Audsley  N  C ,Wellings  A  J ,Gray  I ,Fernandez-Garcia  N . ""Architecting Time-Critical Big-Data Systems"" IEEE Transactions on Big Data : 310-324.
"
,3.0,"Nunes  Rickey T  P ,Deshpande  Santosh L . ""Computation migration: a new approach to execute big-data bioinformatics workflows"" International journal of big data intelligence : 156-164.
"
,4.0,"Baah-Peprah  Prince,Shneor  Rotem. ""A trust-based crowdfunding campaign marketing framework: theoretical underpinnings and big-data analytics practice"" International journal of big data management : 1-24.
"
,5.0,"Raghavan  Krishnan,Jagannathan  Sarangapani,Samaranayake  V  A . ""A Game Theoretic Approach for Addressing Domain-Shift in Big-Data"" IEEE Transactions on Big Data : 1610-1621.
"
,6.0," ""Authors' Response to Gong's, “Comment on Data Science and its Relationship to Big Data and Data-Driven Decision Making”"" Big Data : 1-1.
"
,7.0," ""Correction to: Predictive Modeling with Big Data: Is Bigger Really Better? by Junqué de Fortuny E, Martens D, and Provost F. Big Data 2013;1(4):215–226."" Big Data : 83-83.
"
,8.0," ""Data Science and its Relationship to Big Data and Data-Driven Decision Making"" Big Data : 51-59.
"
,9.0," ""Computational Propaganda and Political Big Data: Moving Toward a More Critical Research Agenda"" Big Data : 273-276.
"
,10.0," ""The Structural Consequences of Big Data-Driven Education"" Big Data : 164-172.
"
,11.0,"Basanta-Val  P ,Sánchez-Fernández  L . ""Big-BOE: Fusing Spanish Official Gazette with Big Data Technology"" Big Data : 124-138.
"
,12.0,"Qi  Zhang,Xuelong  Liu. ""Big data: new methods and ideas in geological scientific research"" Big earth data : 1-7.
"
,13.0,"Chakraborty  Chinmay,Khan  Muhammad Khurram,Ahmad  Ishfaq. ""Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation"" Big Data : 151-152.
"
,14.0,"Yu  Yao,Zhao  Junhui,Lenan  Wu. ""Multiple Targets Tracking with Big Data-Based Measurement for Extended Binary Phase Shift Keying Transceiver"" Big Data : 87-98.
"
,15.0,"Chakraborty  Chinmay,Khan  Muhammad Khurram,Ahmad  Ishfaq. ""Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation"" Big Data : 324-325.
"
,16.0,"Chakraborty  Chinmay,Khan  Muhammad Khurram,Ahmad  Ishfaq. ""Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation"" Big Data : 402-403.
"
,17.0," ""Bring it on, Big Data: Beyond the Hype"" Big Data : 73-75.
"
,18.0,"Cui  Yaokui,Chen  Xi,Gao  Jinyu,Yan  Binyan,Tang  Guoqiang,Hong  Yang. ""Global water cycle and remote sensing big data: overview, challenge, and opportunities"" Big earth data : 282-297.
"
,19.0,"Chakraborty  Chinmay,Khan  Muhammad Khurram,Ahmad  Ishfaq. ""Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation"" Big Data : 81-82.
"
,20.0," ""Scalable Data Quality for Big Data: The Pythia Framework for Handling Missing Values"" Big Data : 159-172.
"
,21.0,"Castle  David,Hebert  Paul D N ,Clare  Elizabeth L ,Hogg  Ian D ,Tremblay  Crystal. ""Capturing the value of biosurveillance ""big data"" through natural capital accounting"" Big earth data : 352-367.
"
,22.0,"Assunção  Renato,Pelechrinis  Konstantinos. ""Sports Analytics in the Era of Big Data: Moving Toward the Next Frontier"" Big Data : 1-2.
"
,23.0,"Assunção  Renato,Pelechrinis  Konstantinos. ""Sports Analytics in the Era of Big Data: Moving Toward the Next Frontier"" Big Data : 237-238.
"
,24.0,"Xia  F ,Wang  W ,Bekele  T  M ,Liu  H . ""Big Scholarly Data: A Survey"" IEEE Transactions on Big Data : 18-35.
"
,25.0,"Chen  Bin,Xu  Bing,Gong  Peng. ""Mapping essential urban land use categories (EULUC) using geospatial big data: Progress, challenges, and opportunities"" Big earth data : 410-441.
"
,26.0," ""Diversity in Big Data: A Review"" Big Data : 73-84.
"
,27.0,"Zhao  JunJing,Li  Qi. ""Big Data–Artificial Intelligence Fusion Technology in Education in the Context of the New Crown Epidemic"" Big Data : 262-276.
"
,28.0," ""The Role of Teamwork in the Analysis of Big Data: A Study of Visual Analytics and Box Office Prediction"" Big Data : 53-66.
"
,29.0,"Salminen  Joni,Chhirang  Kamal,Jung  Soon-Gyo,Thirumuruganathan  Saravanan,Guan  Kathleen W ,Jansen  Bernard J . ""Big Data, Small Personas: How Algorithms Shape the Demographic Representation of Data-Driven User Segments"" Big Data : 313-336.
"
,30.0," ""Scientific Training in the Era of Big Data: A New Pedagogy for Graduate Education"" Big Data : 12-18.
"
,31.0,"Wang  Ju,Liu  Hongzhe,Bao  Hong,Montoya  Cesar Flores,Hinton  James. ""A big data-based RF localisation method for unmanned search and rescue"" International journal of big data intelligence : 124-132.
"
,32.0,"Wang  J ,Qi  G ,Sebe  N ,Aggarwal  C  C . ""Guest Editorial: Big Media Data: Understanding, Search, and Mining"" IEEE Transactions on Big Data : 31.
"
,33.0,"Wang  J ,Qi  G ,Sebe  N ,Aggarwal  C . ""Guest Editorial: Big Media Data: Understanding, Search, and Mining"" IEEE Transactions on Big Data : 36.
"
,34.0,"Wang  J ,Qi  G ,Sebe  N ,Aggarwal  C  C . ""Guest Editorial: Big Media Data: Understanding, Search, and Mining (Part 2)"" IEEE Transactions on Big Data : 151.
"
,35.0,"Esteves  Rui Máximo,Hacker  Thomas,Rong  Chunming. ""A new approach for accurate distributed cluster analysis for Big Data: competitive K-Means"" International journal of big data intelligence : 50-64.
"
,36.0,"Victor  Nancy,Lopez  Daphne,Abawajy  Jemal H . ""Privacy models for big data: a survey"" International journal of big data intelligence : 61-75.
"
,37.0,"Esteves  Rui Máximo,Hacker  Thomas,Rong  Chunming. ""A new approach for accurate distributed cluster analysis for Big Data: competitive K-Means"" International journal of big data intelligence : 50-64.
"
,38.0,"Zhu  J ,Liu  A ,Chen  M ,Tasdizen  T ,Su  H . ""Special Issue on Biomedical Big Data: Understanding, Learning and Applications"" IEEE Transactions on Big Data : 375-377.
"
,39.0,"Qian  Chengcheng,Huang  Baoxiang,Yang  Xueqing,Chen  Ge. ""Data science for oceanography: from small data to big data"" Big earth data : 236-250.
"
,40.0,"Guo  Huadong,Hackmann  Heide,Gong  Ke. ""Big data in support of the Sustainable Development Goals: a celebration of the establishment of the International Research Center of Big Data for Sustainable Development Goals (CBAS)"" Big earth data : 259-262.
"
,41.0,"Guo  Huadong,Hackmann  Heide,Gong  Ke. ""Big data in support of the sustainable development goals (continued): a celebration of the establishment of the International Research Center of Big Data for Sustainable Development Goals (CBAS)"" Big earth data : 443-444.
"
,42.0,"Saide  Saide,Sheng  Margaret L . ""Toward Business Process Innovation in the Big Data Era: A Mediating Role of Big Data Knowledge Management"" Big Data : 464-477.
"
,43.0,"Geerdink  Bas. ""A reference architecture for big data solutions - introducing a model to perform predictive analytics using big data technology"" International journal of big data intelligence : 236-249.
"
,44.0,"Li  Xiao-Ming. ""Remotely sensed big data for the oceans and polar regions"" Big earth data : 141-143.
"
,45.0,"Du  Haizhou,Han  Ping,Xiang  Qiao,Huang  Sheng. ""MonkeyKing: Adaptive Parameter Tuning on Big Data Platforms with Deep Reinforcement Learning"" Big Data : 270-290.
"
,46.0,"Wang  Gai-Ge,Gao  Xiao-Zhi,Pei  Yan. ""Call for Special Issue Papers: Deep Learning Assisted Big Data Analytics for Biomedical Applications and Digital Healthcare"" Big Data : 85-86.
"
,47.0,"Elnakat  Afamia,Gomez  Juan D ,Roberts  Jason,Wright  Martha. ""Big data analysis of swimming pools' impact on household electric intensity in San Antonio, Texas"" International journal of big data intelligence : 250-261.
"
,48.0," ""Correction to: Big Data 2016;4:60–66"" Big Data : 136-136.
"
,49.0,"Wang  Caili,Gao  Yuwen,Aziz  Asad,Ogunmola  Gabriel A . ""Agricultural Disaster Risk Management and Capability Assessment Using Big Data Analytics"" Big Data : 246-261.
"
,50.0," ""Strength in Numbers: Using Big Data to Simplify Sentiment Classification"" Big Data : 256-271.
"
,51.0," ""National Surveys of Population Health: Big Data Analytics for Mobile Health Monitors"" Big Data : 219-229.
"
,52.0," ""Big Data As an Enabler of Primary Education"" Big Data : 137-140.
"
,53.0," ""Unsupervised Tensor Mining for Big Data Practitioners"" Big Data : 179-191.
"
,54.0,"Rallapalli  Sreekanth,Gondkar  R R . ""Big data ensemble clinical prediction for healthcare data by using deep learning model"" International journal of big data intelligence : 258-269.
"
,55.0,"Thakur  Santosh,Dharavath  Ramesh,Shankar  Achyut,Singh  Prabhishek,Diwakar  Manoj,Khosravi  Mohammad R . ""RST-DE: Rough Sets-Based New Differential Evolution Algorithm for Scalable Big Data Feature Selection in Distributed Computing Platforms"" Big Data : 356-367.
"
,56.0,"Balamurugan  S ,Muthu  Bala Anand,Peng  Sheng-Lung,Wahab  Mohd Helmy Abd. ""Call for Special Issue Papers: Big Data Analytics for Agricultural Disaster Management"" Big Data : 450-451.
"
,57.0,"Nobanee  Haitham. ""Big Data in Business: A Bibliometric Analysis of Relevant Literature"" Big Data : 459-463.
"
,58.0,"Boulton  Geoffrey. ""The challenges of a Big Data Earth"" Big earth data : 1-7.
"
,59.0,"Win  T  Y ,Tianfield  H ,Mair  Q . ""Big Data Based Security Analytics for Protecting Virtualized Infrastructures in Cloud Computing"" IEEE Transactions on Big Data : 11-25.
"
,60.0,"Bellandi  Valerio,Ceravolo  Paolo,Maghool  Samira,Siccardi  Stefano. ""Toward a General Framework for Multimodal Big Data Analysis"" Big Data : 408-424.
"
,61.0," ""An Exercise in Exploring Big Data for Producing Reliable Statistical Information"" Big Data : 120-128.
"
,62.0,"Jeon  Gwanggil,Bellandi  Valerio,Chehri  Abdellah,Damiani  Ernesto. ""Big Multimodal Data Analysis: Models and Performance Analysis"" Big Data : 369-370.
"
,63.0,"El-Latif  Ahmed A  Abd,Tawalbeh  Lo'ai,Maleh  Yassine,Saldamli  Gokay. ""Call for Special Issue Papers: Big Data Analytics and Intelligent Systems for Cybersecurity"" Big Data : 149-150.
"
,64.0," ""Call for Papers: Special Issue on Big Data in Robotics"" Big Data : 69-70.
"
,65.0,"Chang  Victor,Kacsuk  Péter,Wills  Gary,Behringer  Reinhold. ""Call for Special Issue Papers: Big Data and the Internet-of-Things in Complex Information Systems: Selections from IoTBDS 2022 and COMPLEXIS 2022"" Big Data : 93-94.
"
,66.0,"Menon  Varun G ,Verma  Sandeep,Kaur  Satnam,Sehdev  Paramjit S . ""Internet of Things-Based Optimized Routing and Big Data Gathering System for Landslide Detection"" Big Data : 289-302.
"
,67.0,"Nobanee  Haitham. ""Call for Special Issue Papers: Big Data in Business"" Big Data : 215-215.
"
,68.0,"Carta  Silvio. ""Interview with Dr. Silvio Carta, Author of the Book Big Data, Code and the Discrete City (Routledge 2019)"" Big Data : 218-220.
"
,69.0,"Sahal  Radhya,Khafagy  Mohammed H ,Omara  Fatma A . ""SOOM: Sort-Based Optimizer for Big Data Multi-Query"" Big Data : 38-61.
"
,70.0,"Selvi  Ramar Senthamil,Valarmathi  Muniyappan Lakshapalam. ""Optimal Feature Selection for Big Data Classification: Firefly with Lion-Assisted Model"" Big Data : 125-146.
"
,71.0,"Ravuri  Vasavi,Vasundra  S . ""Moth-Flame Optimization-Bat Optimization: Map-Reduce Framework for Big Data Clustering Using the Moth-Flame Bat Optimization and Sparse Fuzzy C-Means"" Big Data : 203-217.
"
,72.0,"Upadhyay  Utsav,Sikka  Geeta. ""MRS-DP: Improving Performance and Resource Utilization of Big Data Applications with Deadlines and Priorities"" Big Data : 323-331.
"
,73.0,"Raghav  R  Srinivasa,Thirugnanasambandam  Kalaipriyan,Varadarajan  Vijayakumar,Vairavasundaram  Subramaniyaswamy,Ravi  Logesh. ""Artificial Bee Colony Reinforced Extended Kalman Filter Localization Algorithm in Internet of Things with Big Data Blending Technique for Finding the Accurate Position of Reference Nodes"" Big Data : 186-203.
"
,74.0,"Tarka  Piotr,Jędrych  Elżbieta. ""On the Unstructured Big Data Analytical Methods in Firms: Conceptual Model, Measurement, and Perception"" Big Data : 478-500.
"
,75.0," ""Call for Papers: Special Issue on Big Data in Robotics"" Big Data : 1-2.
"
,76.0," ""Combining Human Computing and Machine Learning to Make Sense of Big (Aerial) Data for Disaster Response"" Big Data : 47-59.
"
,77.0," ""Big Data Literature Search"" Big Data : 230-232.
"
,78.0," ""Why Big Data = Big Deal"" Big Data : 55-56.
"
,79.0,"Moturi  Christopher A ,Okemwa  Vincent O ,Orwa  Daniel O . ""Big data analytics capability for digital transformation in the insurance sector"" International journal of big data management : 42-59.
"
,80.0,"Nobanee  Haitham. ""Call for Special Issue Papers: Big Data in Business"" Big Data : 1-1.
"
,81.0," ""Labor Economists Get Their Microscope: Big Data and Labor Market Analysis"" Big Data : 130-137.
"
,82.0," ""TV Audience Measurement with Big Data"" Big Data : 76-86.
"
,83.0,"Verdu  Elena,Nieto  Yuri Vanessa,Saleem  Nasir. ""Call for Special Issue Papers: Cloud Computing and Big Data for Cognitive IoT"" Big Data : 413-414.
"
,84.0,"Sahal  Radhya,Khafagy  Mohammed H ,Omara  Fatma A . ""Exploiting Reused-Based Sharing Work Opportunities in Big Data Multiquery Optimization with Flink"" Big Data : 454-479.
"
,85.0,"Anaraki  Farhad Pourkamali,Hariri-Ardebili  M  Amin,Becker  Stephen,Raissi  Maziar. ""Call for Special Issue Papers: Big Scientific Data and Machine Learning in Science and Engineering"" Big Data : 409-410.
"
,86.0," ""Big Data and the Rise of Machines in Financial Markets"" Big Data : 65-67.
"
,87.0," ""Common Big Data Challenges and How to Overcome Them"" Big Data : 142-143.
"
,88.0," ""A Big Data Guide to Understanding Climate Change: The Case for Theory-Guided Data Science"" Big Data : 155-163.
"
,89.0,"Jafari  Hossein,Li  Xiangfang,Qian  Lijun,Aved  Alexander J ,Kroecker  Timothy S . ""Big uncertain data of multiple sensors efficient processing with high order multi-hypothesis: an evidence theoretic approach"" International journal of big data intelligence : 177-190.
"
,90.0,"Al-Turjman  Fadi,Hamouda  Walaa,Mumtaz  Shahid. ""Call for Special Issue Papers: Programming Models and Algorithms for Big Data"" Big Data : 542-543.
"
,91.0,"Al-Turjman  Fadi,Hamouda  Walaa,Mumtaz  Shahid. ""Call for Special Issue Papers: Programming Models and Algorithms for Big Data"" Big Data : 454-455.
"
,92.0,"Balamurugan  S ,Muthu  Bala Anand,Peng  Sheng-Lung,Wahab  Mohd Helmy Abd. ""Call for Special Issue Papers: Big Data Analytics for Agricultural Disaster Management"" Big Data : 544-545.
"
,93.0,"Qu  Tengteng,Wang  Lizhe,Yu  Jian,Yan  Jining,Xu  Guilin,Li  Meng,Cheng  Chengqi,Hou  Kaihua,Chen  Bo. ""STGI：a spatio-temporal grid index model for marine big data"" Big earth data : 435-450.
"
,94.0," ""Big Data 2.0: Cataclysm or Catalyst?"" Big Data : 5-6.
"
,95.0,"Saeed  Fahad. ""Towards quantifying psychiatric diagnosis using machine learning algorithms and big fMRI data"" Big data analytics : 1-3.
"
,96.0,"Anaraki  Farhad Pourkamali,Hariri-Ardebili  M  Amin,Becker  Stephen,Raissi  Maziar. ""Call for Special Issue Papers: Big Scientific Data and Machine Learning in Science and Engineering"" Big Data : 326-327.
"
